15.4,18.4,9.4,3
15.4,18.4,9.4,3
15.6,18.4,9.6,3
15.2,18.2,9,3
15.6,18.6,9.2,3
15.2,18.2,9,3
15.6,18.6,9.6,3
15.4,18.4,9.4,3
14.8,17.8,8.8,3
15.4,18.4,9.4,3
15,17.8,8.8,3
14.8,17.8,8.8,3
15,18,8.6,3
16,19,10,3
15.6,18.6,9.6,3
15.8,18.6,9.6,3
15.2,18,9.2,3
15.6,18.4,9.4,3
15.4,18.4,9.4,3
15.6,18.6,9.4,3
15.4,18.4,9.4,3
15.4,18.2,9.2,3
15.6,18.4,9.4,3
15.6,18.6,9.4,3
15.2,18.2,9.2,3
15.6,18.6,9.4,3
15.8,18.8,9.8,3
15.6,18.4,9.4,3
15.6,18.6,9.6,3
15.4,18.4,9,3
15.4,18.4,9.2,3
15.2,17.8,9.2,3
15.4,18.4,9.4,3
15.4,18.2,9.4,3
15.2,18.2,9,3
15.6,18.6,9.6,3
15.6,18.4,9.6,3
15.4,18.4,9.4,3
15.4,18.4,9.4,3
15.2,18.2,9.2,3
15.4,18.4,9.2,3
15.8,18.8,9.8,3
15.6,18.6,9.6,3
15.4,18.4,9,3
15.4,18.4,9.2,3
15.2,18.2,9.2,3
15.6,18.6,9.4,3
15.6,18.6,9.4,3
15.4,18.4,9.4,3
15.6,18.6,9.4,3
15.4,18.4,9.4,3
15.8,18.8,9.6,3
15.4,18.4,9.4,3
15.4,18.4,9.4,3
15.4,18.4,9.4,3
15.6,18.4,9.6,3
15.6,18.4,9.6,3
15.8,18.8,9.6,3
14.8,17.8,8.8,3
15.6,18.6,9.2,3
