62.6,73.2,33.2,14
63,73,33.4,14
63,73.4,33.8,14
63,73.2,34,14
64.6,75,34,14.4
64.6,75,34,14
64.8,75.6,34.2,14.2
64.6,75,34,14.4
72,84.8,40.6,16
71.8,84.2,40,16
71.8,84.4,40.2,16
54.4,67.2,28.8,12
64.6,76.6,38.2,14
64.4,73,35.6,14
64,73,35.6,14
64.4,76.4,34.4,14
64.2,76,34,14
63.8,75.8,34,14
64.2,75.8,34.2,14
60.2,72.8,31.8,13
60,72,30.8,13
