154.8,96.4,19,35
154.6,96.6,19.2,35
154.8,97,19.4,35
154.4,97.2,19.4,35
138.8,106.8,26.8,31
155.8,95,20.4,35
155.2,94.6,20,35
155.8,95.4,21,35
157.2,100,21,35.2
158,100.4,21.6,35.2
152.8,99.8,21.4,34.4
154.8,100.4,20.6,35
154.4,100,20.2,35
157.8,99.4,21.8,35.8
134.6,104,25.8,30
134,103.8,25,30
134.4,104.4,25.8,30
134,104,25.6,30
154.4,96,19.6,35
154.4,96.2,19.4,35
