139,115.4,24.2,31
139.2,115.8,24.2,31
139,115.8,24,31
141.4,113.4,19.2,32
144.4,117.2,19,33
144.4,117.6,19,33
144.2,117.4,19.2,33
140.6,113,22.4,32
140.4,112.8,22,32
146.6,115.8,20,33
146,115.4,19.8,33
146,115.6,19.4,33
137.4,114.4,25.6,31
137.8,114.6,25.6,31
137.2,114.6,25.2,31
152,124.6,21.2,34
152,124.6,21,34
151.8,124.4,21.2,34.2
141.8,113.2,22,32
141.2,113,21.8,32
