88.2,57.4,15.8,20
88,57.6,15.8,20
88,57.6,15.8,20
88.2,57.4,16,20
84.2,57,15.8,19
83.6,56.4,15.2,19
84.4,57,15.8,19
93.6,58.6,16.4,21
83.2,56,14.6,18.8
83.4,56.4,14.8,18.8
83,55.8,14.4,19
83,56,14.6,19
84.2,56.6,15.2,19
83.6,56.2,14.6,19
84.4,57,15.6,19
84,56.8,15.4,19
80.6,55,15,18
80.8,55.2,15.4,18
81.6,55.2,15.6,18
95,57.6,16.2,21
94.6,57.2,16,21
94.8,57.2,15.8,21
94.6,57,15.8,21
