46.8,50,31.4,10.2
47,50,32,10
43.2,44,27.8,9.4
44,44.6,29.2,10
43.2,44.2,28.8,10
23.6,21.4,14,5
45.2,49.8,30.6,10
45.8,49.8,30.6,10
44.8,49.4,30.4,10
45.6,49.8,30.4,10
21,19,13,4.8
21.4,19.2,13.2,4.4
44,47,29.4,10
44.4,46.8,29,10
44,46.4,29,10
34,34.2,22.2,7
38.6,37.6,25.8,8.8
38.2,37,25.6,8.2
38.4,37.2,25.4,8.6
