41.8,86.8,33,9
42,87.2,33.6,9
20.2,30.4,15.2,4.4
20.6,30,15.6,4.4
20.8,29.8,15.6,4.2
32.8,64.6,24.6,7
33.2,64.6,24.6,7
32.8,64.2,24.6,7
46.2,94.4,36.6,10
46.2,93.6,36.8,10
46.4,94.2,36.8,10
31,56.4,22.4,7
31,55.8,22.2,7
41.8,88,33.6,9
20.2,30.2,15,4
18.2,29,13.4,4
18.8,28.8,13.8,4
18.8,28.8,13.8,4
18.6,28.8,13.4,4
18.4,29.2,13,4
43,89.6,32.6,9.6
43.4,89.2,32.6,9.4
43.2,89.2,32.2,9.4
43.4,89.4,32.6,9.6
42.6,86.6,35.4,9
42,86.2,34.6,9
42,86.2,34.8,9
